Campaign_ID,Date,Platform,Audience_Segment,Ad_Creative_Name,Spend_USD,Impressions,Clicks,Conversions,Revenue_USD,CTR_Percent,CPA_USD,ROAS
CAMP_0207,2026-05-17,Meta,Soccer Moms 35-45,Exclusive Deal,1356.46,2157,6,0,2.91,0.31,11621.02,0.0
CAMP_0208,2026-04-15,Google,College Students 18-24,Last Chance Alert,3112.14,9065,704,79,10227.51,7.77,38.93,3.29
CAMP_0209,2026-03-21,Google,Corporate Executives 40-55,New Product Launch,4198.13,8014,304,45,4641.16,3.81,92.93,1.11
CAMP_0210,2026-03-12,Meta,College Students 18-24,Exclusive Deal,1185.87,19909,1505,156,21260.07,7.56,7.57,17.93
CAMP_0211,2026-03-05,Google,Corporate Executives 40-55,Limited Time Offer,4045.56,18376,1038,104,7772.17,5.65,38.69,1.92
CAMP_0212,2026-04-22,Meta,Soccer Moms 35-45,Limited Time Offer,2214.09,3038,8,0,3.88,0.27,13277.65,0.0
CAMP_0213,2026-03-03,LinkedIn,Soccer Moms 35-45,Premium Features,4430.01,2485,10,0,4.81,0.44,19027.7,0.0
CAMP_0214,2026-04-27,LinkedIn,Tech Bros 25-34,VIP Membership,2928.8,15535,939,96,12114.9,6.05,30.2,4.14
CAMP_0215,2026-05-12,LinkedIn,College Students 18-24,New Product Launch,1951.38,8274,241,17,2557.87,2.92,111.5,1.31
CAMP_0216,2026-04-14,Google,Tech Bros 25-34,Limited Time Offer,1096.36,18344,1382,136,15633.57,7.54,8.03,14.26
CAMP_0217,2026-04-28,Google,Young Professionals 30-40,Premium Features,2761.55,12783,367,31,2111.13,2.88,86.51,0.76
CAMP_0218,2026-04-20,Meta,College Students 18-24,Premium Features,2477.8,9267,541,38,4490.26,5.84,63.88,1.81
CAMP_0219,2026-03-22,LinkedIn,Retirees 55-65,Exclusive Deal,3039.98,3575,5,0,1.26,0.16,42379.4,0.0
CAMP_0220,2026-05-10,LinkedIn,Tech Bros 25-34,Black Friday Early,1576.31,9706,264,21,1469.89,2.73,74.1,0.93
CAMP_0221,2026-03-29,Meta,College Students 18-24,Premium Features,4985.14,17767,1011,81,9469.69,5.69,61.15,1.9
CAMP_0222,2026-03-05,LinkedIn,Soccer Moms 35-45,Get Started Free,4489.72,3349,8,0,2.87,0.26,29892.25,0.0
CAMP_0223,2026-03-12,LinkedIn,Young Professionals 30-40,Join Our Community,4837.2,10982,307,28,3707.97,2.8,171.07,0.77
CAMP_0224,2026-05-12,Google,Soccer Moms 35-45,Last Chance Alert,2908.9,2645,5,0,1.98,0.2,36423.5,0.0
CAMP_0225,2026-03-17,Meta,Young Professionals 30-40,Premium Features,2171.34,11190,657,65,5516.31,5.88,33.04,2.54
CAMP_0226,2026-03-29,Google,College Students 18-24,Limited Time Offer,1961.04,16848,818,71,6843.99,4.86,27.36,3.49
CAMP_0227,2026-04-20,Google,Young Professionals 30-40,VIP Membership,4514.38,19464,1308,106,13007.27,6.72,42.32,2.88
CAMP_0228,2026-02-27,Meta,Tech Bros 25-34,VIP Membership,4686.43,11036,738,97,10228.79,6.69,47.92,2.18
CAMP_0229,2026-04-04,LinkedIn,Corporate Executives 40-55,Last Chance Alert,1521.34,18672,878,121,8440.4,4.7,12.53,5.55
CAMP_0230,2026-03-15,Meta,Young Professionals 30-40,Last Chance Alert,687.53,9017,567,32,2157.74,6.3,21.16,3.14
CAMP_0231,2026-02-26,Meta,Young Professionals 30-40,Premium Features,3818.79,12239,462,39,5098.22,3.78,97.17,1.34
CAMP_0232,2026-03-29,LinkedIn,College Students 18-24,Exclusive Deal,1283.49,9180,547,69,5803.05,5.96,18.55,4.52
CAMP_0233,2026-04-09,LinkedIn,College Students 18-24,Summer Sale Push,1829.5,17230,990,87,6857.91,5.75,20.94,3.75
CAMP_0234,2026-03-03,Google,College Students 18-24,New Product Launch,3397.57,14363,323,47,6263.83,2.25,71.54,1.84
CAMP_0235,2026-03-01,LinkedIn,Soccer Moms 35-45,Join Our Community,2687.07,4760,16,0,6.27,0.36,7095.3,0.0
CAMP_0236,2026-03-13,LinkedIn,Tech Bros 25-34,Last Chance Alert,3193.39,9140,389,40,3879.75,4.26,78.18,1.21
CAMP_0237,2026-03-30,Google,College Students 18-24,Get Started Free,3541.92,13952,289,43,5206.79,2.08,81.92,1.47
CAMP_0238,2026-02-26,Meta,College Students 18-24,New Product Launch,2948.07,15632,520,76,9789.41,3.33,38.35,3.32
CAMP_0239,2026-05-15,LinkedIn,College Students 18-24,Join Our Community,3889.34,11231,588,72,5035.84,5.24,53.84,1.29
CAMP_0240,2026-04-21,LinkedIn,College Students 18-24,Limited Time Offer,1460.8,14070,991,122,13294.18,7.04,11.96,9.1
CAMP_0241,2026-02-27,Meta,Retirees 55-65,Join Our Community,3042.6,5066,18,0,4.7,0.36,11405.74,0.0
CAMP_0242,2026-05-19,Google,Soccer Moms 35-45,Last Chance Alert,1610.05,4179,20,0,4.74,0.5,6461.18,0.0
CAMP_0243,2026-05-20,Google,Young Professionals 30-40,Black Friday Early,3267.4,16254,691,71,7693.14,4.25,45.52,2.35
CAMP_0244,2026-04-30,Google,Corporate Executives 40-55,Summer Sale Push,549.64,16994,1113,131,16803.46,6.55,4.19,30.57
CAMP_0245,2026-03-28,LinkedIn,Young Professionals 30-40,VIP Membership,2157.39,13383,847,117,13319.02,6.33,18.36,6.17
CAMP_0246,2026-03-11,Google,Young Professionals 30-40,Join Our Community,3630.28,8038,459,39,5169.63,5.72,92.33,1.42
CAMP_0247,2026-03-25,Meta,College Students 18-24,Exclusive Deal,791.84,14959,803,85,9738.39,5.37,9.3,12.3
CAMP_0248,2026-05-06,Google,Soccer Moms 35-45,Exclusive Deal,1714.19,4475,15,0,2.81,0.35,9496.96,0.0
CAMP_0249,2026-04-15,Google,Soccer Moms 35-45,Join Our Community,1444.29,4475,15,0,4.52,0.36,5187.88,0.0
CAMP_0250,2026-03-24,Meta,Soccer Moms 35-45,Premium Features,781.44,4404,18,0,8.41,0.43,1672.57,0.01
CAMP_0251,2026-02-28,Meta,Corporate Executives 40-55,Premium Features,2732.75,10139,620,92,11765.15,6.12,29.56,4.31
CAMP_0252,2026-04-30,Google,Young Professionals 30-40,New Product Launch,3044.97,19755,591,70,7996.61,2.99,42.92,2.63
CAMP_0253,2026-03-28,Meta,Retirees 55-65,Exclusive Deal,4733.06,3777,8,0,2.88,0.23,30254.55,0.0
CAMP_0254,2026-03-26,Meta,Young Professionals 30-40,VIP Membership,4718.09,16472,953,52,7408.8,5.79,90.02,1.57
CAMP_0255,2026-03-15,Meta,Tech Bros 25-34,Premium Features,3944.81,9906,560,35,4547.84,5.66,110.7,1.15
CAMP_0256,2026-03-05,Meta,College Students 18-24,Get Started Free,810.31,8684,320,24,2008.88,3.69,33.17,2.48
CAMP_0257,2026-05-12,Google,Corporate Executives 40-55,VIP Membership,4301.55,11217,329,44,2862.58,2.94,96.45,0.67
CAMP_0258,2026-03-23,Google,Retirees 55-65,New Product Launch,2056.64,3945,13,0,1.02,0.33,24968.95,0.0
CAMP_0259,2026-04-17,LinkedIn,College Students 18-24,Last Chance Alert,3020.76,19241,445,40,3411.8,2.31,73.85,1.13
CAMP_0260,2026-05-19,Meta,Soccer Moms 35-45,Get Started Free,1654.39,3962,10,0,4.3,0.26,7553.21,0.0
CAMP_0261,2026-05-16,Meta,College Students 18-24,New Product Launch,1323.57,8264,522,47,3260.26,6.32,27.6,2.46
CAMP_0262,2026-04-09,LinkedIn,Tech Bros 25-34,Summer Sale Push,4912.33,10728,474,49,6494.75,4.42,99.27,1.32
CAMP_0263,2026-04-17,Meta,Soccer Moms 35-45,Join Our Community,1517.66,4540,14,0,4.14,0.33,7934.74,0.0
CAMP_0264,2026-03-29,Google,Soccer Moms 35-45,Limited Time Offer,4378.94,3380,14,0,5.19,0.42,19285.93,0.0
CAMP_0265,2026-04-28,LinkedIn,Soccer Moms 35-45,Exclusive Deal,733.8,4358,11,0,2.87,0.26,4260.88,0.0
CAMP_0266,2026-03-31,Google,College Students 18-24,Join Our Community,580.76,9515,566,37,3112.81,5.96,15.48,5.36
CAMP_0267,2026-04-02,Google,College Students 18-24,VIP Membership,3010.91,14630,375,31,2704.23,2.56,95.11,0.9
CAMP_0268,2026-03-03,LinkedIn,Corporate Executives 40-55,Black Friday Early,3455.51,17865,765,97,14327.2,4.28,35.41,4.15
CAMP_0269,2026-05-12,Google,College Students 18-24,New Product Launch,3099.17,15614,1059,94,13518.44,6.79,32.64,4.36
CAMP_0270,2026-03-31,Google,College Students 18-24,Premium Features,3010.19,9992,567,48,6895.77,5.68,61.44,2.29
CAMP_0271,2026-04-30,Google,Tech Bros 25-34,Summer Sale Push,650.23,12364,790,104,9207.81,6.4,6.23,14.16
CAMP_0272,2026-03-12,Google,Corporate Executives 40-55,Exclusive Deal,4470.87,17643,887,130,12710.55,5.03,34.33,2.84
CAMP_0273,2026-03-16,Google,Young Professionals 30-40,Limited Time Offer,1246.8,18583,848,56,3434.41,4.56,22.19,2.75
CAMP_0274,2026-02-28,LinkedIn,Tech Bros 25-34,Premium Features,3737.09,18683,462,56,4379.76,2.48,65.59,1.17
CAMP_0275,2026-05-15,Google,Soccer Moms 35-45,Join Our Community,3696.09,2943,10,0,5.2,0.34,13918.83,0.0
CAMP_0276,2026-03-24,Google,Corporate Executives 40-55,Exclusive Deal,4459.2,14305,495,30,2061.93,3.47,146.73,0.46
CAMP_0277,2026-03-13,Meta,Retirees 55-65,Premium Features,4574.12,5219,8,0,1.68,0.16,39199.69,0.0
CAMP_0278,2026-04-07,Meta,Young Professionals 30-40,Exclusive Deal,640.02,16871,445,36,2188.7,2.64,17.65,3.42
CAMP_0279,2026-04-18,LinkedIn,Corporate Executives 40-55,New Product Launch,3448.77,19900,484,27,2535.6,2.44,123.28,0.74
CAMP_0280,2026-03-30,Meta,Corporate Executives 40-55,Get Started Free,649.35,11647,689,99,13724.21,5.92,6.55,21.14
CAMP_0281,2026-04-06,Meta,Retirees 55-65,Limited Time Offer,3428.46,5622,5,0,0.59,0.1,80864.29,0.0
CAMP_0282,2026-03-16,Google,Corporate Executives 40-55,Premium Features,2217.25,9546,427,55,5738.94,4.48,39.84,2.59
CAMP_0283,2026-05-03,Google,Soccer Moms 35-45,Join Our Community,1760.17,4575,13,0,8.37,0.29,4740.09,0.0
CAMP_0284,2026-03-29,Meta,Corporate Executives 40-55,New Product Launch,1871.38,17952,662,90,6376.24,3.69,20.58,3.41
CAMP_0285,2026-05-05,Meta,Young Professionals 30-40,Premium Features,934.41,10902,226,21,1908.71,2.07,42.65,2.04
CAMP_0286,2026-05-16,Meta,Retirees 55-65,New Product Launch,1849.64,5229,5,0,2.06,0.11,16666.36,0.0
CAMP_0287,2026-03-12,Meta,Young Professionals 30-40,Summer Sale Push,1783.81,13150,474,61,6823.61,3.61,29.17,3.83
CAMP_0288,2026-05-11,Meta,College Students 18-24,Get Started Free,3195.4,9379,240,33,4074.26,2.56,94.29,1.28
CAMP_0289,2026-03-10,Google,Tech Bros 25-34,Last Chance Alert,2828.51,13165,513,48,6224.01,3.9,58.92,2.2
CAMP_0290,2026-05-01,Google,College Students 18-24,Join Our Community,3231.9,15575,864,103,8459.55,5.55,31.09,2.62
CAMP_0291,2026-05-17,Google,College Students 18-24,Exclusive Deal,3435.01,19406,1087,135,14276.75,5.6,25.4,4.16
CAMP_0292,2026-04-25,Google,Corporate Executives 40-55,Join Our Community,1644.76,12342,596,32,2364.01,4.83,50.51,1.44
CAMP_0293,2026-04-21,Meta,Young Professionals 30-40,Summer Sale Push,3301.34,13636,638,62,7044.63,4.68,53.04,2.13
CAMP_0294,2026-04-09,Google,Tech Bros 25-34,Summer Sale Push,1485.81,8440,223,18,2479.41,2.65,79.24,1.67
CAMP_0295,2026-04-11,Google,Soccer Moms 35-45,Join Our Community,4692.89,3191,7,0,2.6,0.23,29110.16,0.0
CAMP_0296,2026-02-20,LinkedIn,Tech Bros 25-34,Black Friday Early,2720.96,16427,1307,82,6993.37,7.96,32.96,2.57
CAMP_0297,2026-04-29,LinkedIn,College Students 18-24,Last Chance Alert,4584.25,16568,935,75,10158.79,5.65,60.53,2.22
CAMP_0298,2026-04-28,Meta,Retirees 55-65,Black Friday Early,3729.07,5488,6,0,1.4,0.11,33512.41,0.0
CAMP_0299,2026-03-06,Google,Tech Bros 25-34,Premium Features,2160.74,9452,426,53,3544.01,4.51,40.48,1.64
CAMP_0300,2026-05-03,Meta,Soccer Moms 35-45,New Product Launch,3409.03,4664,17,0,5.82,0.38,9606.42,0.0
CAMP_0301,2026-03-31,Meta,College Students 18-24,Exclusive Deal,3757.88,9446,700,39,4287.31,7.41,94.71,1.14
CAMP_0302,2026-05-15,Google,Tech Bros 25-34,New Product Launch,2399.15,11540,567,61,3907.34,4.92,39.26,1.63
CAMP_0303,2026-04-05,Google,Tech Bros 25-34,New Product Launch,3781.28,15827,1119,133,13176.5,7.07,28.32,3.48
CAMP_0304,2026-04-04,LinkedIn,Tech Bros 25-34,Get Started Free,4377.84,15083,506,44,4501.14,3.36,97.76,1.03
CAMP_0305,2026-03-24,LinkedIn,Tech Bros 25-34,Black Friday Early,1934.9,14986,633,69,8614.42,4.23,27.74,4.45
CAMP_0306,2026-03-10,LinkedIn,Soccer Moms 35-45,Last Chance Alert,1245.33,3937,8,0,5.19,0.21,5871.83,0.0
CAMP_0307,2026-03-29,Meta,Soccer Moms 35-45,Limited Time Offer,3366.06,3021,6,0,2.21,0.22,27641.39,0.0
CAMP_0308,2026-03-21,Meta,Soccer Moms 35-45,Premium Features,3111.0,3679,8,0,2.81,0.23,27357.43,0.0
CAMP_0309,2026-02-25,LinkedIn,Retirees 55-65,Premium Features,946.86,3626,13,0,2.14,0.38,6165.34,0.0
CAMP_0310,2026-05-17,LinkedIn,Young Professionals 30-40,Get Started Free,1801.6,18800,507,73,6515.11,2.7,24.41,3.62
CAMP_0311,2026-03-13,Google,College Students 18-24,Limited Time Offer,4220.18,19808,738,107,10262.69,3.73,39.09,2.43
CAMP_0312,2026-04-02,Meta,Young Professionals 30-40,New Product Launch,2991.7,14500,952,127,12662.36,6.57,23.54,4.23
CAMP_0313,2026-04-28,Google,Young Professionals 30-40,Exclusive Deal,1297.27,14089,854,62,8463.5,6.06,20.66,6.52
CAMP_0314,2026-05-12,LinkedIn,Tech Bros 25-34,Last Chance Alert,4998.71,9806,676,47,6241.99,6.9,104.44,1.25
CAMP_0315,2026-03-27,Google,Tech Bros 25-34,Last Chance Alert,3292.97,10415,455,24,2524.66,4.37,134.08,0.77
CAMP_0316,2026-02-24,Google,Retirees 55-65,Get Started Free,3196.04,4060,9,0,0.94,0.24,59494.3,0.0
CAMP_0317,2026-04-12,Meta,College Students 18-24,New Product Launch,4446.91,19328,559,53,7981.81,2.89,82.62,1.79
CAMP_0318,2026-05-11,Google,Soccer Moms 35-45,Premium Features,1786.03,2609,11,0,3.99,0.43,9007.06,0.0
CAMP_0319,2026-05-03,LinkedIn,Young Professionals 30-40,Limited Time Offer,2495.55,15225,844,110,11355.98,5.55,22.61,4.55
CAMP_0320,2026-03-04,Meta,Tech Bros 25-34,Summer Sale Push,4311.36,18717,444,61,6170.71,2.37,70.11,1.43
CAMP_0321,2026-04-02,LinkedIn,Corporate Executives 40-55,Black Friday Early,586.02,13722,840,102,12573.89,6.13,5.7,21.46
CAMP_0322,2026-02-27,Google,Young Professionals 30-40,Limited Time Offer,2000.33,16796,868,112,16756.65,5.17,17.8,8.38
CAMP_0323,2026-03-28,Google,Tech Bros 25-34,Last Chance Alert,1825.79,8171,525,70,8874.08,6.43,26.06,4.86
CAMP_0324,2026-04-06,Meta,Young Professionals 30-40,New Product Launch,3947.52,18151,1031,60,6306.05,5.68,65.03,1.6
CAMP_0325,2026-04-05,Google,College Students 18-24,Join Our Community,1877.62,14589,845,91,11177.25,5.79,20.63,5.95
CAMP_0326,2026-04-20,Meta,Retirees 55-65,Join Our Community,1848.05,3230,8,0,2.33,0.25,13515.25,0.0
CAMP_0327,2026-05-08,Google,Soccer Moms 35-45,VIP Membership,2312.93,2885,7,0,2.8,0.27,19023.76,0.0
CAMP_0328,2026-03-12,Google,Retirees 55-65,Join Our Community,1946.73,4429,7,0,2.15,0.17,17930.4,0.0
CAMP_0329,2026-03-01,LinkedIn,Young Professionals 30-40,Exclusive Deal,3415.18,9475,694,69,6999.25,7.33,49.01,2.05
CAMP_0330,2026-03-13,Google,College Students 18-24,Premium Features,3571.78,10903,685,90,11992.82,6.28,39.42,3.36
CAMP_0331,2026-05-05,Google,College Students 18-24,Black Friday Early,3742.95,12817,378,52,7013.6,2.95,71.59,1.87
CAMP_0332,2026-03-29,Meta,College Students 18-24,Summer Sale Push,1929.14,8001,405,22,1881.3,5.07,87.01,0.98
CAMP_0333,2026-04-25,Meta,Soccer Moms 35-45,Last Chance Alert,517.19,2740,11,0,3.03,0.42,2737.59,0.01
CAMP_0334,2026-04-09,LinkedIn,Retirees 55-65,New Product Launch,4292.2,3940,13,0,3.5,0.34,17606.06,0.0
CAMP_0335,2026-04-15,Google,College Students 18-24,Exclusive Deal,901.8,16244,806,71,8368.6,4.96,12.6,9.28
CAMP_0336,2026-03-16,Google,Young Professionals 30-40,Get Started Free,4439.8,10193,374,23,2846.97,3.67,188.46,0.64
CAMP_0337,2026-03-19,Google,Tech Bros 25-34,Get Started Free,2639.33,15612,1248,75,7918.65,8.0,34.95,3.0
CAMP_0338,2026-03-04,Meta,Retirees 55-65,Limited Time Offer,3354.91,5312,5,0,1.14,0.1,35009.32,0.0
CAMP_0339,2026-04-05,LinkedIn,Soccer Moms 35-45,New Product Launch,3458.09,3416,15,0,4.94,0.46,15235.73,0.0
CAMP_0340,2026-03-12,Meta,Soccer Moms 35-45,New Product Launch,1114.7,3954,16,0,5.83,0.42,4098.46,0.01
CAMP_0341,2026-03-01,Google,Corporate Executives 40-55,Summer Sale Push,4505.97,11448,481,26,1882.5,4.21,167.64,0.42
CAMP_0342,2026-03-05,Meta,College Students 18-24,Get Started Free,3596.2,10902,814,108,13491.6,7.47,33.01,3.75
CAMP_0343,2026-03-16,Google,Retirees 55-65,New Product Launch,3812.9,3990,14,0,2.3,0.37,28551.06,0.0
CAMP_0344,2026-04-18,Google,College Students 18-24,VIP Membership,3548.94,11742,780,99,10617.66,6.64,35.74,2.99
CAMP_0345,2026-03-16,LinkedIn,Corporate Executives 40-55,Get Started Free,843.73,12590,529,36,3581.63,4.21,23.37,4.24
CAMP_0346,2026-02-26,Meta,Soccer Moms 35-45,Black Friday Early,2066.43,3115,6,0,2.14,0.2,20692.35,0.0
CAMP_0347,2026-04-19,LinkedIn,Retirees 55-65,New Product Launch,2961.33,5489,15,0,1.75,0.28,20434.05,0.0
CAMP_0348,2026-02-23,LinkedIn,Young Professionals 30-40,New Product Launch,4718.2,15239,737,41,4973.01,4.84,114.28,1.05
CAMP_0349,2026-03-08,Google,Tech Bros 25-34,Black Friday Early,4033.35,19895,1047,153,10240.0,5.27,26.31,2.54
CAMP_0350,2026-04-13,LinkedIn,Soccer Moms 35-45,Black Friday Early,1133.61,3867,16,0,5.97,0.43,3129.02,0.01
CAMP_0351,2026-04-06,LinkedIn,College Students 18-24,Summer Sale Push,2053.36,19009,711,69,9670.42,3.74,29.75,4.71
CAMP_0352,2026-03-29,Google,Soccer Moms 35-45,Summer Sale Push,4687.73,3491,9,0,1.96,0.27,45808.24,0.0
CAMP_0353,2026-05-04,LinkedIn,Soccer Moms 35-45,VIP Membership,3558.29,2228,6,0,3.22,0.28,21627.71,0.0
CAMP_0354,2026-05-05,Google,Young Professionals 30-40,Exclusive Deal,1245.87,13346,434,23,3247.81,3.26,52.14,2.61
CAMP_0355,2026-04-22,Meta,Soccer Moms 35-45,Join Our Community,990.02,3909,13,0,6.08,0.35,3995.93,0.01
CAMP_0356,2026-02-23,Meta,College Students 18-24,Get Started Free,2466.48,15122,368,41,6138.12,2.44,59.59,2.49
CAMP_0357,2026-02-27,LinkedIn,Young Professionals 30-40,Limited Time Offer,3642.4,12742,983,144,13756.14,7.72,25.25,3.78
CAMP_0358,2026-04-04,Google,College Students 18-24,Summer Sale Push,2562.06,17376,1348,170,23339.74,7.76,15.04,9.11
CAMP_0359,2026-04-02,Meta,Young Professionals 30-40,VIP Membership,4029.89,12523,665,86,5567.78,5.31,46.43,1.38
CAMP_0360,2026-02-28,Google,Retirees 55-65,Join Our Community,2429.16,3087,7,0,1.26,0.24,21564.22,0.0
CAMP_0361,2026-03-26,Google,Retirees 55-65,Limited Time Offer,4969.65,3134,10,0,1.52,0.33,45659.92,0.0
CAMP_0362,2026-05-12,LinkedIn,Tech Bros 25-34,Black Friday Early,3097.05,12285,826,62,6873.09,6.73,49.91,2.22
CAMP_0363,2026-02-24,Meta,Soccer Moms 35-45,Summer Sale Push,1362.17,4754,10,0,3.8,0.23,6176.58,0.0
CAMP_0364,2026-04-16,Google,Tech Bros 25-34,Summer Sale Push,1166.8,16154,541,50,6285.42,3.35,23.15,5.39
CAMP_0365,2026-03-17,LinkedIn,Young Professionals 30-40,Exclusive Deal,1968.52,18075,517,48,6802.91,2.86,40.9,3.46
CAMP_0366,2026-03-10,Meta,Young Professionals 30-40,Premium Features,4204.22,18666,983,69,5747.14,5.27,60.7,1.37
CAMP_0367,2026-03-18,LinkedIn,Corporate Executives 40-55,New Product Launch,2139.59,11542,839,80,5528.1,7.28,26.53,2.58
CAMP_0368,2026-05-17,LinkedIn,Young Professionals 30-40,Premium Features,3621.28,17253,1022,66,9252.03,5.93,54.34,2.55
CAMP_0369,2026-04-20,Meta,College Students 18-24,Black Friday Early,4689.54,12701,670,69,7831.04,5.28,67.75,1.67
CAMP_0370,2026-04-11,Google,Corporate Executives 40-55,Get Started Free,3754.08,10406,335,17,1699.36,3.22,219.53,0.45
CAMP_0371,2026-03-21,Google,College Students 18-24,Join Our Community,3792.76,15687,705,88,10199.88,4.5,42.71,2.69
CAMP_0372,2026-03-30,Google,Young Professionals 30-40,New Product Launch,1637.66,11257,309,25,3888.51,2.75,63.16,2.37
CAMP_0373,2026-04-19,Google,Young Professionals 30-40,Join Our Community,3157.87,15932,393,41,5091.73,2.47,76.8,1.61
CAMP_0374,2026-03-16,Google,Corporate Executives 40-55,New Product Launch,1709.81,15541,760,65,9526.04,4.89,26.1,5.57
CAMP_0375,2026-05-18,LinkedIn,Young Professionals 30-40,Get Started Free,961.32,14166,715,62,8958.71,5.05,15.45,9.32
CAMP_0376,2026-04-01,Google,Retirees 55-65,Join Our Community,4644.48,5083,16,0,3.7,0.32,15992.16,0.0
CAMP_0377,2026-04-07,Meta,Tech Bros 25-34,Join Our Community,2010.25,19742,1409,169,21235.98,7.14,11.87,10.56
CAMP_0378,2026-05-13,Meta,Tech Bros 25-34,Summer Sale Push,2212.33,9956,668,82,7809.43,6.72,26.8,3.53
CAMP_0379,2026-04-19,LinkedIn,College Students 18-24,Exclusive Deal,551.38,16444,1286,120,9786.61,7.82,4.57,17.75
CAMP_0380,2026-02-25,Meta,Retirees 55-65,Join Our Community,2958.94,5901,6,0,1.47,0.12,34531.53,0.0
CAMP_0381,2026-04-04,Meta,Corporate Executives 40-55,Exclusive Deal,4786.1,10720,780,102,12347.33,7.28,46.88,2.58
CAMP_0382,2026-03-07,LinkedIn,Soccer Moms 35-45,Last Chance Alert,4173.85,3504,7,0,3.07,0.22,33108.53,0.0
CAMP_0383,2026-05-05,LinkedIn,Retirees 55-65,Exclusive Deal,554.71,5022,5,0,0.99,0.12,7223.6,0.0
CAMP_0384,2026-03-24,Meta,Retirees 55-65,Summer Sale Push,4707.47,4291,15,0,2.74,0.36,21434.11,0.0
CAMP_0385,2026-03-04,Google,Soccer Moms 35-45,New Product Launch,3584.5,2997,6,0,2.78,0.22,31533.69,0.0
CAMP_0386,2026-05-04,Google,Corporate Executives 40-55,Black Friday Early,2382.5,17011,443,34,2929.07,2.61,69.03,1.23
CAMP_0387,2026-04-22,Meta,Tech Bros 25-34,Last Chance Alert,803.76,14224,437,64,4517.36,3.08,12.49,5.62
CAMP_0388,2026-03-01,Meta,Young Professionals 30-40,Limited Time Offer,3670.49,13072,533,47,4010.42,4.08,76.68,1.09
CAMP_0389,2026-03-30,Google,Tech Bros 25-34,Exclusive Deal,1708.4,11449,680,99,11419.55,5.94,17.1,6.68
CAMP_0390,2026-04-26,LinkedIn,Young Professionals 30-40,Join Our Community,807.5,13164,812,77,5318.02,6.17,10.37,6.59
CAMP_0391,2026-04-30,Google,Young Professionals 30-40,Limited Time Offer,3667.07,12479,671,63,7692.98,5.38,57.43,2.1
CAMP_0392,2026-04-13,Meta,Retirees 55-65,Premium Features,1622.86,3006,4,0,0.45,0.15,52494.08,0.0
CAMP_0393,2026-03-19,LinkedIn,Retirees 55-65,Join Our Community,4725.76,3020,10,0,1.98,0.33,32811.37,0.0
CAMP_0394,2026-04-06,Meta,Tech Bros 25-34,Premium Features,4713.2,14503,1107,79,10002.01,7.64,59.05,2.12
CAMP_0395,2026-03-16,Google,Corporate Executives 40-55,Join Our Community,958.52,8099,372,22,2813.0,4.6,43.4,2.93
CAMP_0396,2026-04-10,LinkedIn,College Students 18-24,New Product Launch,2472.73,19955,673,70,8486.2,3.38,35.07,3.43
CAMP_0397,2026-04-29,Meta,Tech Bros 25-34,Get Started Free,4448.62,16864,351,26,2084.16,2.08,169.26,0.47
CAMP_0398,2026-04-08,LinkedIn,Soccer Moms 35-45,Last Chance Alert,2096.87,3274,8,0,3.98,0.26,11030.17,0.0
CAMP_0399,2026-05-04,LinkedIn,Soccer Moms 35-45,Limited Time Offer,4122.91,4468,21,0,7.61,0.48,9206.39,0.0
CAMP_0400,2026-02-25,Google,Tech Bros 25-34,Black Friday Early,3820.63,14257,343,29,4277.65,2.41,127.61,1.12
CAMP_0401,2026-05-15,LinkedIn,Tech Bros 25-34,Black Friday Early,1709.84,12421,915,106,13978.28,7.37,16.01,8.18
CAMP_0402,2026-03-28,Google,Young Professionals 30-40,VIP Membership,1617.73,16465,751,70,8392.12,4.57,22.83,5.19
CAMP_0403,2026-02-26,LinkedIn,College Students 18-24,Limited Time Offer,4211.34,11508,536,28,2439.63,4.66,150.34,0.58
CAMP_0404,2026-02-20,Meta,Retirees 55-65,Join Our Community,627.4,3630,6,0,1.06,0.18,5974.9,0.0
CAMP_0405,2026-04-07,Google,Corporate Executives 40-55,Get Started Free,1222.08,8845,275,32,4468.82,3.11,38.11,3.66
CAMP_0406,2026-03-12,LinkedIn,Retirees 55-65,Premium Features,1801.34,3929,6,0,1.34,0.17,20587.39,0.0
CAMP_0407,2026-04-09,Meta,Soccer Moms 35-45,Premium Features,4426.86,4484,11,0,7.11,0.26,14235.46,0.0
CAMP_0408,2026-03-30,Google,Soccer Moms 35-45,Black Friday Early,1543.03,2955,13,0,3.75,0.47,9592.31,0.0
CAMP_0409,2026-05-16,Google,Tech Bros 25-34,Join Our Community,4075.19,18612,757,72,7087.7,4.07,55.95,1.74
CAMP_0410,2026-05-15,Meta,Young Professionals 30-40,Get Started Free,2349.92,16663,717,71,7008.73,4.31,33.08,2.98
CAMP_0411,2026-03-23,Google,Young Professionals 30-40,Join Our Community,4052.44,11561,606,51,4989.0,5.25,79.02,1.23
CAMP_0412,2026-05-08,Google,Retirees 55-65,VIP Membership,2094.22,3316,5,0,1.14,0.17,29623.11,0.0
CAMP_0413,2026-03-24,LinkedIn,Corporate Executives 40-55,Exclusive Deal,2010.53,16992,922,137,13350.59,5.43,14.66,6.64
CAMP_0414,2026-03-04,Google,Tech Bros 25-34,Exclusive Deal,3555.4,12942,844,59,5314.44,6.52,59.86,1.49
CAMP_0415,2026-03-30,Google,Tech Bros 25-34,Limited Time Offer,599.64,19341,1195,119,17135.46,6.18,5.04,28.58
